acceptable,review_notes,delete_reason,skill_id,band,level,phase,question_id,question_type,target_word,prompt,sentence_with_blank,full_sentence,answer_choices,correct_answer,letter_tiles,correct_letter_sequence,image_path,audio_path,template_key,content_key,target_template_key,source,source_sheet,generator_notes,possible_problem_flags
Y,,,hfw_1_25,1-25,2,1,hfw_true_hfw_1_25_said_l2p1_01,hfw_sentence_spell,said,Listen to the sentence. Spell the word that fits.,"When the music ended, mom ___ it was time to go.","When the music ended, mom said it was time to go.",,said,s n d k a u l t e i y s,said,/images/assessment/hfw/variants/hfw-1-25/said-l2p1-02.webp,,HFW_SENTENCE_SPELL_L2P1_09,said::HFW_SENTENCE_SPELL_L2P1_09::when the music ended mom ___ it was time to go::said::/images/assessment/hfw/variants/hfw-1-25/said-l2p1-02.webp,said::HFW_SENTENCE_SPELL_L2P1_09,hfw_true_variation_generator,HFW 1-25,sentence_frame=when the music ended mom ___ it was time to go,mechanical_sentence
Y,,,hfw_1_25,1-25,2,1,hfw_true_hfw_1_25_said_l2p1_02,hfw_sentence_spell,said,Listen to the sentence. Spell the word that fits.,The child ___ the answer clearly.,The child said the answer clearly.,,said,s h s d q a c u a t i p,said,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_said_s11.webp,,HFW_SENTENCE_SPELL_L2P1_10,said::HFW_SENTENCE_SPELL_L2P1_10::the child ___ the answer clearly::said::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_said_s11.webp,said::HFW_SENTENCE_SPELL_L2P1_10,hfw_true_variation_generator,HFW 1-25,sentence_frame=the child ___ the answer clearly,
Y,,,hfw_1_25,1-25,2,1,hfw_true_hfw_1_25_said_l2p1_03,hfw_sentence_spell,said,Listen to the sentence. Spell the word that fits.,"The bird ___ nothing, but it chirped.","The bird said nothing, but it chirped.",,said,s r h d j a m c o a i v,said,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_said_s12.webp,,HFW_SENTENCE_SPELL_L2P1_11,said::HFW_SENTENCE_SPELL_L2P1_11::the bird ___ nothing but it chirped::said::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_said_s12.webp,said::HFW_SENTENCE_SPELL_L2P1_11,hfw_true_variation_generator,HFW 1-25,sentence_frame=the bird ___ nothing but it chirped,
Y,,,hfw_1_25,1-25,2,1,hfw_true_hfw_1_25_said_l2p1_04,hfw_sentence_spell,said,Listen to the sentence. Spell the word that fits.,She ___ the puppy was cute.,She said the puppy was cute.,,said,b s d r d x a f m i o i,said,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_said_s13.webp,,HFW_SENTENCE_SPELL_L2P1_12,said::HFW_SENTENCE_SPELL_L2P1_12::she ___ the puppy was cute::said::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_said_s13.webp,said::HFW_SENTENCE_SPELL_L2P1_12,hfw_true_variation_generator,HFW 1-25,sentence_frame=she ___ the puppy was cute,
Y,,,hfw_1_25,1-25,2,1,hfw_true_hfw_1_25_said_l2p1_05,hfw_sentence_spell,said,Listen to the sentence. Spell the word that fits.,He ___ the box was heavy.,He said the box was heavy.,,said,i g s l d d z a w f n i,said,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_said_s14.webp,,HFW_SENTENCE_SPELL_L2P1_13,said::HFW_SENTENCE_SPELL_L2P1_13::he ___ the box was heavy::said::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_said_s14.webp,said::HFW_SENTENCE_SPELL_L2P1_13,hfw_true_variation_generator,HFW 1-25,sentence_frame=he ___ the box was heavy,
Y,,,hfw_1_25,1-25,2,1,hfw_true_hfw_1_25_said_l2p1_06,hfw_sentence_spell,said,Listen to the sentence. Spell the word that fits.,The teacher ___ to listen carefully.,The teacher said to listen carefully.,,said,i k s u l d e a y w s n,said,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_said_s15.webp,,HFW_SENTENCE_SPELL_L2P1_14,said::HFW_SENTENCE_SPELL_L2P1_14::the teacher ___ to listen carefully::said::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_said_s15.webp,said::HFW_SENTENCE_SPELL_L2P1_14,hfw_true_variation_generator,HFW 1-25,sentence_frame=the teacher ___ to listen carefully,
Y,,,hfw_1_25,1-25,2,2,hfw_true_hfw_1_25_said_l2p2_01,hfw_sentence_spell,said,Listen to the sentence. Spell the word that fits.,"When the kitten woke, mom ___ it was time to go.","When the kitten woke, mom said it was time to go.",,said,a q k c u i t s p y d s,said,/images/assessment/hfw/variants/hfw-1-25/said-l2p2-02.webp,,HFW_SENTENCE_SPELL_L2P2_09,said::HFW_SENTENCE_SPELL_L2P2_09::when the kitten woke mom ___ it was time to go::said::/images/assessment/hfw/variants/hfw-1-25/said-l2p2-02.webp,said::HFW_SENTENCE_SPELL_L2P2_09,hfw_true_variation_generator,HFW 1-25,sentence_frame=when the kitten woke mom ___ it was time to go,mechanical_sentence
Y,,,hfw_1_25,1-25,2,2,hfw_true_hfw_1_25_said_l2p2_02,hfw_sentence_spell,said,Listen to the sentence. Spell the word that fits.,The little bear ___ good night.,The little bear said good night.,,said,a j q m c i a s v p d h,said,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_said_s16.webp,,HFW_SENTENCE_SPELL_L2P2_10,said::HFW_SENTENCE_SPELL_L2P2_10::the little bear ___ good night::said::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_said_s16.webp,said::HFW_SENTENCE_SPELL_L2P2_10,hfw_true_variation_generator,HFW 1-25,sentence_frame=the little bear ___ good night,
Y,,,hfw_1_25,1-25,2,2,hfw_true_hfw_1_25_said_l2p2_03,hfw_sentence_spell,said,Listen to the sentence. Spell the word that fits.,I ___ thank you.,I said thank you.,,said,r a x j f m i o s b v d,said,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_said_s17.webp,,HFW_SENTENCE_SPELL_L2P2_11,said::HFW_SENTENCE_SPELL_L2P2_11::i ___ thank you::said::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_said_s17.webp,said::HFW_SENTENCE_SPELL_L2P2_11,hfw_true_variation_generator,HFW 1-25,sentence_frame=i ___ thank you,
Y,,,hfw_1_25,1-25,2,2,hfw_true_hfw_1_25_said_l2p2_04,hfw_sentence_spell,said,Listen to the sentence. Spell the word that fits.,They ___ the game was fun.,They said the game was fun.,,said,d d a z x w f i i s g b,said,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_said_s18.webp,,HFW_SENTENCE_SPELL_L2P2_12,said::HFW_SENTENCE_SPELL_L2P2_12::they ___ the game was fun::said::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_said_s18.webp,said::HFW_SENTENCE_SPELL_L2P2_12,hfw_true_variation_generator,HFW 1-25,sentence_frame=they ___ the game was fun,
Y,,,hfw_1_25,1-25,2,2,hfw_true_hfw_1_25_said_l2p2_05,hfw_sentence_spell,said,Listen to the sentence. Spell the word that fits.,The farmer ___ the cow was hungry.,The farmer said the cow was hungry.,,said,d l a e z y w i n s k g,said,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_said_s19.webp,,HFW_SENTENCE_SPELL_L2P2_13,said::HFW_SENTENCE_SPELL_L2P2_13::the farmer ___ the cow was hungry::said::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_said_s19.webp,said::HFW_SENTENCE_SPELL_L2P2_13,hfw_true_variation_generator,HFW 1-25,sentence_frame=the farmer ___ the cow was hungry,
Y,,,hfw_1_25,1-25,2,2,hfw_true_hfw_1_25_said_l2p2_06,hfw_sentence_spell,said,Listen to the sentence. Spell the word that fits.,She ___ the flower smelled sweet.,She said the flower smelled sweet.,,said,k d u a t e p y i s s q,said,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_said_s20.webp,,HFW_SENTENCE_SPELL_L2P2_14,said::HFW_SENTENCE_SPELL_L2P2_14::she ___ the flower smelled sweet::said::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_said_s20.webp,said::HFW_SENTENCE_SPELL_L2P2_14,hfw_true_variation_generator,HFW 1-25,sentence_frame=she ___ the flower smelled sweet,
Y,,,hfw_1_25,1-25,1,1,hfw_true_hfw_1_25_for_l1p1_01,multiple_choice,for,Choose the word that completes the sentence.,"When the boat floated, this snack is ___ Sam.","When the boat floated, this snack is for Sam.",little | said | for | you | little | said | for | you | little | said | for | you,for,,,/images/assessment/hfw/variants/hfw-1-25/for-l1p1-02.webp,,HFW_SENTENCE_CLOZE_L1P1_10,for::HFW_SENTENCE_CLOZE_L1P1_10::when the boat floated this snack is ___ sam::for::for|for|for|little|little|little|said|said|said|you|you|you::/images/assessment/hfw/variants/hfw-1-25/for-l1p1-02.webp,for::HFW_SENTENCE_CLOZE_L1P1_10,hfw_true_variation_generator,HFW 1-25,sentence_frame=when the boat floated this snack is ___ sam,mechanical_sentence
Y,,,hfw_1_25,1-25,1,1,hfw_true_hfw_1_25_for_l1p1_02,multiple_choice,for,Choose the word that completes the sentence.,This gift is ___ you.,This gift is for you.,said | for | see | little | said | for | see | little | said | for | see | little,for,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_for_s01.webp,,HFW_SENTENCE_CLOZE_L1P1_11,for::HFW_SENTENCE_CLOZE_L1P1_11::this gift is ___ you::for::for|for|for|little|little|little|said|said|said|see|see|see::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_for_s01.webp,for::HFW_SENTENCE_CLOZE_L1P1_11,hfw_true_variation_generator,HFW 1-25,sentence_frame=this gift is ___ you,
Y,,,hfw_1_25,1-25,1,1,hfw_true_hfw_1_25_for_l1p1_03,multiple_choice,for,Choose the word that completes the sentence.,I waited ___ the bus.,I waited for the bus.,for | see | you | little | for | see | you | little | for | see | you | little,for,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_for_s02.webp,,HFW_SENTENCE_CLOZE_L1P1_12,for::HFW_SENTENCE_CLOZE_L1P1_12::i waited ___ the bus::for::for|for|for|little|little|little|see|see|see|you|you|you::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_for_s02.webp,for::HFW_SENTENCE_CLOZE_L1P1_12,hfw_true_variation_generator,HFW 1-25,sentence_frame=i waited ___ the bus,
Y,,,hfw_1_25,1-25,1,1,hfw_true_hfw_1_25_for_l1p1_04,multiple_choice,for,Choose the word that completes the sentence.,She made a card ___ Mom.,She made a card for Mom.,see | you | little | for | see | you | little | for | see | you | little | for,for,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_for_s03.webp,,HFW_SENTENCE_CLOZE_L1P1_13,for::HFW_SENTENCE_CLOZE_L1P1_13::she made a card ___ mom::for::for|for|for|little|little|little|see|see|see|you|you|you::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_for_s03.webp,for::HFW_SENTENCE_CLOZE_L1P1_13,hfw_true_variation_generator,HFW 1-25,sentence_frame=she made a card ___ mom,
Y,,,hfw_1_25,1-25,1,1,hfw_true_hfw_1_25_for_l1p1_05,multiple_choice,for,Choose the word that completes the sentence.,We looked ___ the missing ball.,We looked for the missing ball.,see | you | for | and | see | you | for | and | see | you | for | and,for,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_for_s04.webp,,HFW_SENTENCE_CLOZE_L1P1_14,for::HFW_SENTENCE_CLOZE_L1P1_14::we looked ___ the missing ball::for::and|and|and|for|for|for|see|see|see|you|you|you::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_for_s04.webp,for::HFW_SENTENCE_CLOZE_L1P1_14,hfw_true_variation_generator,HFW 1-25,sentence_frame=we looked ___ the missing ball,
Y,,,hfw_1_25,1-25,1,1,hfw_true_hfw_1_25_for_l1p1_06,multiple_choice,for,Choose the word that completes the sentence.,He saved a seat ___ me.,He saved a seat for me.,you | for | and | see | you | for | and | see | you | for | and | see,for,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_for_s05.webp,,HFW_SENTENCE_CLOZE_L1P1_15,for::HFW_SENTENCE_CLOZE_L1P1_15::he saved a seat ___ me::for::and|and|and|for|for|for|see|see|see|you|you|you::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_for_s05.webp,for::HFW_SENTENCE_CLOZE_L1P1_15,hfw_true_variation_generator,HFW 1-25,sentence_frame=he saved a seat ___ me,
Y,,,hfw_1_25,1-25,1,2,hfw_true_hfw_1_25_for_l1p2_01,multiple_choice,for,Read the sentence. Choose the word that fits.,"When the rain stopped, this snack is ___ Sam.","When the rain stopped, this snack is for Sam.",go | for | like | look | go | for | like | look | go | for | like | look,for,,,/images/assessment/hfw/variants/hfw-1-25/for-l1p2-02.webp,,HFW_SENTENCE_CLOZE_L1P2_10,for::HFW_SENTENCE_CLOZE_L1P2_10::when the rain stopped this snack is ___ sam::for::for|for|for|go|go|go|like|like|like|look|look|look::/images/assessment/hfw/variants/hfw-1-25/for-l1p2-02.webp,for::HFW_SENTENCE_CLOZE_L1P2_10,hfw_true_variation_generator,HFW 1-25,sentence_frame=when the rain stopped this snack is ___ sam,mechanical_sentence
Y,,,hfw_1_25,1-25,1,2,hfw_true_hfw_1_25_for_l1p2_02,multiple_choice,for,Read the sentence. Choose the word that fits.,The bowl is ___ soup.,The bowl is for soup.,for | like | look | go | for | like | look | go | for | like | look | go,for,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_for_s06.webp,,HFW_SENTENCE_CLOZE_L1P2_11,for::HFW_SENTENCE_CLOZE_L1P2_11::the bowl is ___ soup::for::for|for|for|go|go|go|like|like|like|look|look|look::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_for_s06.webp,for::HFW_SENTENCE_CLOZE_L1P2_11,hfw_true_variation_generator,HFW 1-25,sentence_frame=the bowl is ___ soup,
Y,,,hfw_1_25,1-25,1,2,hfw_true_hfw_1_25_for_l1p2_03,multiple_choice,for,Read the sentence. Choose the word that fits.,I packed lunch ___ school.,I packed lunch for school.,like | look | go | for | like | look | go | for | like | look | go | for,for,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_for_s07.webp,,HFW_SENTENCE_CLOZE_L1P2_12,for::HFW_SENTENCE_CLOZE_L1P2_12::i packed lunch ___ school::for::for|for|for|go|go|go|like|like|like|look|look|look::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_for_s07.webp,for::HFW_SENTENCE_CLOZE_L1P2_12,hfw_true_variation_generator,HFW 1-25,sentence_frame=i packed lunch ___ school,
Y,,,hfw_1_25,1-25,1,2,hfw_true_hfw_1_25_for_l1p2_04,multiple_choice,for,Read the sentence. Choose the word that fits.,The dog ran ___ the stick.,The dog ran for the stick.,look | go | for | like | look | go | for | like | look | go | for | like,for,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_for_s08.webp,,HFW_SENTENCE_CLOZE_L1P2_13,for::HFW_SENTENCE_CLOZE_L1P2_13::the dog ran ___ the stick::for::for|for|for|go|go|go|like|like|like|look|look|look::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_for_s08.webp,for::HFW_SENTENCE_CLOZE_L1P2_13,hfw_true_variation_generator,HFW 1-25,sentence_frame=the dog ran ___ the stick,
Y,,,hfw_1_25,1-25,1,2,hfw_true_hfw_1_25_for_l1p2_05,multiple_choice,for,Read the sentence. Choose the word that fits.,She asked ___ a pencil.,She asked for a pencil.,go | for | like | look | go | for | like | look | go | for | like | look,for,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_for_s09.webp,,HFW_SENTENCE_CLOZE_L1P2_14,for::HFW_SENTENCE_CLOZE_L1P2_14::she asked ___ a pencil::for::for|for|for|go|go|go|like|like|like|look|look|look::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_for_s09.webp,for::HFW_SENTENCE_CLOZE_L1P2_14,hfw_true_variation_generator,HFW 1-25,sentence_frame=she asked ___ a pencil,
Y,,,hfw_1_25,1-25,1,2,hfw_true_hfw_1_25_for_l1p2_06,multiple_choice,for,Read the sentence. Choose the word that fits.,We clapped ___ the singer.,We clapped for the singer.,for | a | like | look | for | a | like | look | for | a | like | look,for,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_for_s10.webp,,HFW_SENTENCE_CLOZE_L1P2_15,for::HFW_SENTENCE_CLOZE_L1P2_15::we clapped ___ the singer::for::a|a|a|for|for|for|like|like|like|look|look|look::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_for_s10.webp,for::HFW_SENTENCE_CLOZE_L1P2_15,hfw_true_variation_generator,HFW 1-25,sentence_frame=we clapped ___ the singer,
Y,,,hfw_1_25,1-25,2,1,hfw_true_hfw_1_25_for_l2p1_01,hfw_sentence_spell,for,Listen to the sentence. Spell the word that fits.,"When the red light blinked, this snack is ___ Sam.","When the red light blinked, this snack is for Sam.",,for,k g r l f e z y w o n i,for,/images/assessment/hfw/variants/hfw-1-25/for-l2p1-02.webp,,HFW_SENTENCE_SPELL_L2P1_10,for::HFW_SENTENCE_SPELL_L2P1_10::when the red light blinked this snack is ___ sam::for::/images/assessment/hfw/variants/hfw-1-25/for-l2p1-02.webp,for::HFW_SENTENCE_SPELL_L2P1_10,hfw_true_variation_generator,HFW 1-25,sentence_frame=when the red light blinked this snack is ___ sam,mechanical_sentence
Y,,,hfw_1_25,1-25,2,1,hfw_true_hfw_1_25_for_l2p1_02,hfw_sentence_spell,for,Listen to the sentence. Spell the word that fits.,The basket is ___ apples.,The basket is for apples.,,for,q k r u f t e p y o s n,for,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_for_s11.webp,,HFW_SENTENCE_SPELL_L2P1_11,for::HFW_SENTENCE_SPELL_L2P1_11::the basket is ___ apples::for::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_for_s11.webp,for::HFW_SENTENCE_SPELL_L2P1_11,hfw_true_variation_generator,HFW 1-25,sentence_frame=the basket is ___ apples,
Y,,,hfw_1_25,1-25,2,1,hfw_true_hfw_1_25_for_l2p1_03,hfw_sentence_spell,for,Listen to the sentence. Spell the word that fits.,He is ready ___ bed.,He is ready for bed.,,for,s j q r c f a t v p o h,for,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_for_s12.webp,,HFW_SENTENCE_SPELL_L2P1_12,for::HFW_SENTENCE_SPELL_L2P1_12::he is ready ___ bed::for::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_for_s12.webp,for::HFW_SENTENCE_SPELL_L2P1_12,hfw_true_variation_generator,HFW 1-25,sentence_frame=he is ready ___ bed,
Y,,,hfw_1_25,1-25,2,1,hfw_true_hfw_1_25_for_l2p1_04,hfw_sentence_spell,for,Listen to the sentence. Spell the word that fits.,I need shoes ___ running.,I need shoes for running.,,for,r h x j r m f o a b v o,for,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_for_s13.webp,,HFW_SENTENCE_SPELL_L2P1_13,for::HFW_SENTENCE_SPELL_L2P1_13::i need shoes ___ running::for::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_for_s13.webp,for::HFW_SENTENCE_SPELL_L2P1_13,hfw_true_variation_generator,HFW 1-25,sentence_frame=i need shoes ___ running,
Y,,,hfw_1_25,1-25,2,1,hfw_true_hfw_1_25_for_l2p1_05,hfw_sentence_spell,for,Listen to the sentence. Spell the word that fits.,The sign was ___ the class.,The sign was for the class.,,for,o d r z x r f f i o g b,for,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_for_s14.webp,,HFW_SENTENCE_SPELL_L2P1_14,for::HFW_SENTENCE_SPELL_L2P1_14::the sign was ___ the class::for::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_for_s14.webp,for::HFW_SENTENCE_SPELL_L2P1_14,hfw_true_variation_generator,HFW 1-25,sentence_frame=the sign was ___ the class,
Y,,,hfw_1_25,1-25,2,1,hfw_true_hfw_1_25_for_l2p1_06,hfw_sentence_spell,for,Listen to the sentence. Spell the word that fits.,Mom cooked rice ___ dinner.,Mom cooked rice for dinner.,,for,o l d e z r w f n i k g,for,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_for_s15.webp,,HFW_SENTENCE_SPELL_L2P1_15,for::HFW_SENTENCE_SPELL_L2P1_15::mom cooked rice ___ dinner::for::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_for_s15.webp,for::HFW_SENTENCE_SPELL_L2P1_15,hfw_true_variation_generator,HFW 1-25,sentence_frame=mom cooked rice ___ dinner,
Y,,,hfw_1_25,1-25,2,2,hfw_true_hfw_1_25_for_l2p2_01,hfw_sentence_spell,for,Listen to the sentence. Spell the word that fits.,"When the puzzle was ready, this snack is ___ Sam.","When the puzzle was ready, this snack is for Sam.",,for,f u l t e o y w s n r k,for,/images/assessment/hfw/variants/hfw-1-25/for-l2p2-02.webp,,HFW_SENTENCE_SPELL_L2P2_10,for::HFW_SENTENCE_SPELL_L2P2_10::when the puzzle was ready this snack is ___ sam::for::/images/assessment/hfw/variants/hfw-1-25/for-l2p2-02.webp,for::HFW_SENTENCE_SPELL_L2P2_10,hfw_true_variation_generator,HFW 1-25,sentence_frame=when the puzzle was ready this snack is ___ sam,mechanical_sentence
Y,,,hfw_1_25,1-25,2,2,hfw_true_hfw_1_25_for_l2p2_02,hfw_sentence_spell,for,Listen to the sentence. Spell the word that fits.,The blanket is ___ the baby.,The blanket is for the baby.,,for,f c u a t o p y h s r q,for,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_for_s16.webp,,HFW_SENTENCE_SPELL_L2P2_11,for::HFW_SENTENCE_SPELL_L2P2_11::the blanket is ___ the baby::for::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_1_25/hfw_workbook_hfw_1_25_for_s16.webp,for::HFW_SENTENCE_SPELL_L2P2_11,hfw_true_variation_generator,HFW 1-25,sentence_frame=the blanket is ___ the baby,
