word,missing_image,missing_audio,imageability,decodability_band,primary_section,meaning_clue,suggested_image_path,suggested_audio_path,image_prompt,audio_prompt,notes
fair,TRUE,FALSE,Medium,K-Grade 3 vocabulary,Air / ear / eer / are patterns,common K-3 vocabulary word,/media/vocabulary/images/fair.webp,,"Child-friendly early-reader illustration for ""fair"". Classroom meaning clue: common K-3 vocabulary word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for r-controlled vowel sorting. Useful for vowel-team decoding/spelling.
fall,TRUE,FALSE,Medium,Grade 1-2,Au / aw / al / all,action word; use in a simple sentence or picture prompt,/media/vocabulary/images/fall.webp,,"Child-friendly early-reader illustration for ""fall"". Classroom meaning clue: action word; use in a simple sentence or picture prompt. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Do not use as image-only target unless meaning is concrete. Good for early blending and initial/final sound tasks.
fame,TRUE,TRUE,Medium,Grade 1-2,CVCe long a,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/fame.webp,/media/vocabulary/audio/fame.mp3,"Child-friendly early-reader illustration for ""fame"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""fame"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Good for early blending and initial/final sound tasks.
family,TRUE,TRUE,High,,Common early nouns - people and family,people/family word,/media/vocabulary/images/family.webp,/media/vocabulary/audio/family.mp3,"Child-friendly early-reader illustration for ""family"". Classroom meaning clue: people/family word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""family"" once, natural pronunciation, no extra phrase, no music, no sound effects.",6
farmer,TRUE,TRUE,High,,Simple two-syllable decodable words,people/family word,/media/vocabulary/images/farmer.webp,/media/vocabulary/audio/farmer.mp3,"Child-friendly early-reader illustration for ""farmer"". Classroom meaning clue: people/family word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""farmer"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for r-controlled vowel sorting.
faster,TRUE,FALSE,Medium-Low,,Inflections - ed / er / est,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/faster.webp,,"Child-friendly early-reader illustration for ""faster"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for r-controlled vowel sorting.
fastest,TRUE,TRUE,Medium-Low,,Inflections - ed / er / est,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/fastest.webp,/media/vocabulary/audio/fastest.mp3,"Child-friendly early-reader illustration for ""fastest"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""fastest"" once, natural pronunciation, no extra phrase, no music, no sound effects.",7
fat,TRUE,FALSE,Medium,K-Grade 1,Short a CVC,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/fat.webp,,"Child-friendly early-reader illustration for ""fat"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Good for early blending and initial/final sound tasks.
father,TRUE,TRUE,High,,R-controlled er / ir / ur,male parent,/media/vocabulary/images/father.webp,/media/vocabulary/audio/father.mp3,"Child-friendly early-reader illustration for ""father"". Classroom meaning clue: male parent. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""father"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for r-controlled vowel sorting.
fault,TRUE,TRUE,Medium,,Au / aw / al / all,common K-3 vocabulary word,/media/vocabulary/images/fault.webp,/media/vocabulary/audio/fault.mp3,"Child-friendly early-reader illustration for ""fault"". Classroom meaning clue: common K-3 vocabulary word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""fault"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for vowel-team decoding/spelling.
fear,TRUE,TRUE,Medium,K-Grade 3 vocabulary,Air / ear / eer / are patterns,common K-3 vocabulary word,/media/vocabulary/images/fear.webp,/media/vocabulary/audio/fear.mp3,"Child-friendly early-reader illustration for ""fear"". Classroom meaning clue: common K-3 vocabulary word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""fear"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for r-controlled vowel sorting. Useful for vowel-team decoding/spelling.
feast,TRUE,TRUE,Medium,,Long e vowel teams ee / ea / ey / ie,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/feast.webp,/media/vocabulary/audio/feast.mp3,"Child-friendly early-reader illustration for ""feast"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""feast"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for vowel-team decoding/spelling.
fed,TRUE,FALSE,Medium,K-Grade 1,Short e CVC,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/fed.webp,,"Child-friendly early-reader illustration for ""fed"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Good for early blending and initial/final sound tasks.
feed,TRUE,FALSE,Medium,Grade 1-2,Long e vowel teams ee / ea / ey / ie,action word; use in a simple sentence or picture prompt,/media/vocabulary/images/feed.webp,,"Child-friendly early-reader illustration for ""feed"". Classroom meaning clue: action word; use in a simple sentence or picture prompt. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for vowel-team decoding/spelling.
feel,TRUE,FALSE,Medium,Grade 1-2,Long e vowel teams ee / ea / ey / ie,action word; use in a simple sentence or picture prompt,/media/vocabulary/images/feel.webp,,"Child-friendly early-reader illustration for ""feel"". Classroom meaning clue: action word; use in a simple sentence or picture prompt. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for vowel-team decoding/spelling.
fell,TRUE,FALSE,Medium,K-Grade 1,Short e CVC,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/fell.webp,,"Child-friendly early-reader illustration for ""fell"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Good for early blending and initial/final sound tasks.
felt,TRUE,FALSE,Medium,Grade 1,Simple CVCC short-vowel words,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/felt.webp,,"Child-friendly early-reader illustration for ""felt"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Good for early blending and initial/final sound tasks.
few,TRUE,FALSE,Medium,K-Grade 3 vocabulary,Long u / oo / ew / ue,describing word; tells what something is like,/media/vocabulary/images/few.webp,,"Child-friendly early-reader illustration for ""few"". Classroom meaning clue: describing word; tells what something is like. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for vowel-team decoding/spelling. Good for early blending and initial/final sound tasks.
