acceptable,issue_type,severity,replacement_needed,reviewer_notes,image_id,path,target_word,skill_id,area,contact_sheet,contact_sheet_position,current_qa_status,suggested_kimi_replacement_prompt
Y,,,N,,img_007519,/media/vocabulary/images/buy.webp,buy,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,46,unreviewed,"Create a clean clear target object/action art replacement for buy. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/buy.webp"
Y,,,N,,img_007520,/media/vocabulary/images/cab.webp,cab,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,47,unreviewed,"Create a clean clear target object/action art replacement for cab. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/cab.webp"
Y,,,N,,img_007521,/media/vocabulary/images/cabbage.webp,cabbage,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,48,unreviewed,"Create a clean clear target object/action art replacement for cabbage. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/cabbage.webp"
Y,,,N,,img_007522,/media/vocabulary/images/cabin.webp,cabin,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,49,unreviewed,"Create a clean clear target object/action art replacement for cabin. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/cabin.webp"
Y,,,N,,img_007523,/media/vocabulary/images/cabinet.webp,cabinet,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,50,unreviewed,"Create a clean clear target object/action art replacement for cabinet. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/cabinet.webp"
Y,,,N,,img_007524,/media/vocabulary/images/cactus.webp,cactus,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,51,unreviewed,"Create a clean clear target object/action art replacement for cactus. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/cactus.webp"
Y,,,N,,img_007525,/media/vocabulary/images/cage.webp,cage,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,52,unreviewed,"Create a clean clear target object/action art replacement for cage. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/cage.webp"
Y,,,N,,img_007526,/media/vocabulary/images/calf.webp,calf,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,53,unreviewed,"Create a clean clear target object/action art replacement for calf. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/calf.webp"
Y,,,N,,img_007527,/media/vocabulary/images/call.webp,call,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,54,unreviewed,"Create a clean clear target object/action art replacement for call. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/call.webp"
Y,,,N,,img_007528,/media/vocabulary/images/camel.webp,camel,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,55,unreviewed,"Create a clean clear target object/action art replacement for camel. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/camel.webp"
Y,,,N,,img_007529,/media/vocabulary/images/camp.webp,camp,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,56,unreviewed,"Create a clean clear target object/action art replacement for camp. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/camp.webp"
Y,,,N,,img_007530,/media/vocabulary/images/can.webp,can,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,57,unreviewed,"Create a clean clear target object/action art replacement for can. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/can.webp"
Y,,,N,,img_007531,/media/vocabulary/images/canary.webp,canary,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,58,unreviewed,"Create a clean clear target object/action art replacement for canary. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/canary.webp"
Y,,,N,,img_007532,/media/vocabulary/images/cane.webp,cane,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,59,unreviewed,"Create a clean clear target object/action art replacement for cane. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/cane.webp"
Y,,,N,,img_007533,/media/vocabulary/images/canoe.webp,canoe,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,60,unreviewed,"Create a clean clear target object/action art replacement for canoe. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/canoe.webp"
Y,,,N,,img_007534,/media/vocabulary/images/canteen.webp,canteen,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,61,unreviewed,"Create a clean clear target object/action art replacement for canteen. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/canteen.webp"
Y,,,N,,img_007535,/media/vocabulary/images/cape.webp,cape,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,62,unreviewed,"Create a clean clear target object/action art replacement for cape. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/cape.webp"
Y,,,N,,img_007536,/media/vocabulary/images/card.webp,card,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,63,unreviewed,"Create a clean clear target object/action art replacement for card. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/card.webp"
Y,,,N,,img_007537,/media/vocabulary/images/cardigan.webp,cardigan,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,64,unreviewed,"Create a clean clear target object/action art replacement for cardigan. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/cardigan.webp"
Y,,,N,,img_007538,/media/vocabulary/images/care.webp,care,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,65,unreviewed,"Create a clean clear target object/action art replacement for care. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/care.webp"
Y,,,N,,img_007539,/media/vocabulary/images/carnation.webp,carnation,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,66,unreviewed,"Create a clean clear target object/action art replacement for carnation. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/carnation.webp"
Y,,,N,,img_007540,/media/vocabulary/images/carpet.webp,carpet,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,67,unreviewed,"Create a clean clear target object/action art replacement for carpet. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/carpet.webp"
Y,,,N,,img_007541,/media/vocabulary/images/carry.webp,carry,,vocabulary,docs/image-qa/contact-sheets/assessment-vocabulary-images-003.html,68,unreviewed,"Create a clean clear target object/action art replacement for carry. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/vocabulary/images/carry.webp"
